pl_name disc_facility tic_id pl_rade pl_bmasse pl_orbper pl_eqt pl_dens pl_trandep pl_trandur sy_jmag sy_tmag st_teff st_rad
"Kepler-226 c" Kepler "TIC 63204017" 2.37 "" 5.349569 914.0 "" 0.0835 3.1011 14.114 14.8691 5559.0 0.81
"Kepler-900 b" Kepler "TIC 272278496" 1.95 "" 6.99130452 716.0 "" 0.05554 2.1568 13.375 14.2795 4847.0 0.76
"Kepler-1554 b" Kepler "TIC 120900025" 2.74 "" 198.088774 266.0 "" 0.12554 8.121 14.367 15.1613 5462.0 0.76
"K2-110 b" K2 "TIC 287333762" 2.56 "" 13.86387 575.0 "" "" "" 10.184 11.0552 4950.0 0.71
"Kepler-803 b" Kepler "TIC 268608781" 3.2 "" 50.28578 475.0 "" 0.11 6.3763 12.415 13.1253 5625.0 0.94
"Kepler-131 b" Kepler "TIC 121660708" 2.41 "" 16.091941 719.0 "" 0.0445 2.9258 10.418 11.0432 5687.0 1.03
"Kepler-805 b" Kepler "TIC 275573748" 2.75 "" 30.8638931 752.0 "" 0.02501 8.421 11.547 12.1079 6034.0 1.59
"Kepler-614 b" Kepler "TIC 274017990" 2.41 "" 14.03490255 641.0 "" 0.08518 3.638 13.195 13.9703 5258.0 0.79
"Kepler-1400 b" Kepler "TIC 158212755" 1.63 "" 9.06689421 726.0 "" 0.04345 2.957 14.26 15.1083 5142.0 0.79
"Kepler-224 c" Kepler "TIC 159642189" 3.15 "" 5.92499393 758.0 "" 0.16081 2.8874 14.212 15.0519 5016.0 0.68
"Kepler-848 b" Kepler "TIC 26817863" 1.4 "" 6.911301 979.0 "" 0.0201 5.5678 12.84 13.5365 5894.0 0.99
"K2-225 b" K2 "TIC 98677125" 3.49 "" 15.87209 902.0 "" "" "" 10.362 11.0277 5742.0 1.7
"Kepler-1693 b" Kepler "TIC 406948151" 1.12 "" 12.09997831 729.0 "" 0.01742 3.358 13.527 14.2398 5693.0 0.86
"K2-251 b" K2 "TIC 156584871" 2.35 "" 9.30075 437.0 "" 0.214 2.7 12.341 13.6875 3634.0 0.49
"Kepler-1369 b" Kepler "TIC 120686458" 2.99 "" 25.873148 667.0 "" 0.07232 5.451 14.199 14.8613 6036.0 1.09
"Kepler-147 c" Kepler "TIC 121458206" 2.27 "" 33.418 634.0 "" 0.0285 7.6131 12.786 13.4473 5894.0 1.19
"Kepler-20 d" Kepler "TIC 158554588" 2.62 "" 77.6115987 397.0 "" 0.08275 7.2566 11.252 11.9623 5465.0 0.93
"Kepler-933 b" Kepler "TIC 159099716" 1.9 "" 14.20442616 602.0 "" 0.08006 3.898 14.1 14.891 5350.0 0.68
"Kepler-661 b" Kepler "TIC 164557360" 3.2 "" 6.029272 648.0 "" 0.1908 1.745 14.001 15.0532 4473.0 0.59
"Kepler-202 b" Kepler "TIC 258202719" 1.53 "" 4.06942564 802.0 "" 0.05491 2.0396 12.255 13.199 4671.0 0.68
"K2-124 b" K2 "TIC 197221381" 2.9 "" 6.413651 442.0 "" "" 1.68 12.838 14.2787 3570.0 0.39
"Kepler-1652 b" Kepler "TIC 27187450" 1.58 "" 38.0970717 242.0 "" 0.09133 4.307 13.454 15.0031 3554.0 0.4
"Kepler-967 b" Kepler "TIC 120962548" 2.42 "" 13.227123 649.0 "" 0.0876 3.3218 12.991 13.8681 5203.0 0.8
"Kepler-319 c" Kepler "TIC 121786630" 2.96 "" 6.94135824 876.0 "" 0.0825 1.8899 12.631 13.3015 5527.0 0.88
"Kepler-733 b" Kepler "TIC 240179452" 2.42 "" 20.83495 559.0 "" 0.0994 4.0548 14.141 14.8436 5429.0 0.78
"Kepler-248 b" Kepler "TIC 275493574" 3.16 "" 6.30820323 810.0 "" 0.14465 3.0266 13.911 14.6571 5130.0 0.84
"Kepler-1400 b" Kepler "TIC 158212755" 1.9 "" 9.06687613 725.0 "" 0.03672 3.381 14.26 15.1083 5142.0 0.79
"Kepler-1114 b" Kepler "TIC 268612417" 1.5 "" 14.97435694 696.0 "" 0.02691 2.4309 12.438 13.2211 5470.0 0.92
"Kepler-794 b" Kepler "TIC 121467823" 1.61 "" 11.13125132 884.0 "" 0.02183 4.1751 12.337 13.0019 5993.0 1.09
"Kepler-84 b" Kepler "TIC 170646917" 2.75 "" 8.72585936 932.0 "" 0.04723 4.724 13.583 14.3015 6028.0 1.02
"Kepler-178 b" Kepler "TIC 158394235" 2.9 "" 9.576715 880.0 "" 0.0716 3.3828 13.28 14.072 5674.0 1.05
"Kepler-1529 b" Kepler "TIC 122137575" 1.9 "" 5.33905606 817.0 "" 0.07555 1.6415 13.799 14.7583 5057.0 0.7
"Kepler-1676 b" Kepler "TIC 158422963" 3.09 "" 29.92208104 782.0 "" 0.03453 2.7716 12.343 12.991 6127.0 1.64
"Kepler-58 c" Kepler "TIC 184471242" 2.93 "" 15.57363551 799.0 "" 0.05001 4.824 13.643 14.3672 6100.0 1.08
"Kepler-260 b" Kepler "TIC 137348863" 2.04 "" 8.18746 791.0 "" 0.0524 3.0823 12.9 13.6121 5250.0 0.9
"Kepler-322 c" Kepler "TIC 123313142" 1.63 "" 4.33722007 996.0 "" 0.03585 2.4973 12.246 12.9875 5390.0 0.88
"Kepler-330 c" Kepler "TIC 158727691" 2.21 "" 15.95545002 570.0 "" 0.0857 4.0285 13.86 14.6685 5108.0 0.74
"Kepler-1673 b" Kepler "TIC 377782148" 2.71 "" 33.7888028 611.0 "" 0.06492 5.496 12.593 13.183 6202.0 1.06
"Kepler-281 b" Kepler "TIC 270858032" 2.33 "" 14.64627064 694.0 "" 0.06808 5.632 14.5 15.2229 5717.0 0.88
"Kepler-977 b" Kepler "TIC 159768168" 2.76 "" 26.85328322 544.0 "" 0.10036 4.5063 13.434 14.2491 5329.0 0.87
"Kepler-33 f" Kepler "TIC 158935283" 3.92 "" 41.0283424 691.0 "" 0.05414 9.8052 12.871 13.518 5900.0 1.69
"Kepler-1012 b" Kepler "TIC 158986490" 1.29 "" 5.50860439 931.0 "" 0.02121 2.9468 12.064 12.8119 5451.0 0.9
"Kepler-761 b" Kepler "TIC 159442087" 1.95 "" 10.12805158 767.0 "" 0.04774 3.517 13.563 14.249 5676.0 0.82
"Kepler-1207 b" Kepler "TIC 27390527" 1.6 "" 13.68201 775.0 "" 0.021 3.8475 13.365 13.9921 6057.0 0.96
"Kepler-1336 c" Kepler "TIC 272278272" 1.03 "" 5.77721211 941.0 "" 0.01414 2.423 12.819 13.5344 5717.0 0.86
"Kepler-581 b" Kepler "TIC 184009313" 2.21 "" 40.60709 468.0 "" 0.0663 5.8894 13.322 14.0394 5577.0 0.81
"Kepler-32 d" Kepler "TIC 273590427" 2.49 "" 22.780806 361.0 "" 0.1964 3.3628 13.616 14.8153 4061.0 0.52
"Kepler-721 b" Kepler "TIC 164726831" 2.68 "" 5.3920269 850.0 "" 0.11514 2.9804 14.187 15.039 5198.0 0.8
"Kepler-466 b" Kepler "TIC 27644083" 2.75 "" 51.07926451 503.0 "" 0.07368 6.3729 11.698 12.3357 5833.0 1.02
"TRAPPIST-1 c" "La Silla Observatory" "TIC 278892590" 1.056 1.38 2.4218233 341.9 6.45 0.687 0.7062 11.354 13.8529 2559.0 0.12
"Kepler-362 c" Kepler "TIC 63069779" 2.01 "" 37.8658964 543.0 "" 0.03952 4.782 13.322 14.0054 5757.0 1.02
"Kepler-582 b" Kepler "TIC 169556162" 3.34 "" 18.49234792 603.0 "" 0.16555 3.4744 13.467 14.3228 5289.0 0.84
"Kepler-399 c" Kepler "TIC 172373693" 1.58 "" 26.6757054 508.0 "" 0.04902 2.666 13.175 13.9919 5500.0 0.68
"Kepler-305 d" Kepler "TIC 171879024" 3.6 "" 16.73866 575.0 "" 0.1108 2.9084 14.25 15.1395 4918.0 0.87
"Kepler-347 b" Kepler "TIC 299158566" 1.99 "" 12.7983044 811.0 "" 0.03362 6.354 13.391 14.0431 6092.0 1.0
"Kepler-1187 b" Kepler "TIC 121021644" 2.33 "" 18.87064068 701.0 "" 0.0596 3.2476 13.507 14.1065 6103.0 0.95
"Kepler-311 c" Kepler "TIC 351898154" 1.46 "" 19.7383913 719.0 "" 0.0161 4.828 12.751 13.3373 5897.0 1.08
"Kepler-55 f" Kepler "TIC 164884002" 1.6 "" 10.19851808 572.0 "" 0.05679 2.473 13.97 15.0506 4505.0 0.66
"Kepler-291 c" Kepler "TIC 158631683" 1.76 "" 5.70078 994.0 "" 0.0273 1.6785 14.688 15.3933 5934.0 0.91
"Kepler-375 b" Kepler "TIC 299032517" 2.5 "" 12.12580644 851.0 "" 0.03275 3.289 14.536 15.1772 5500.0 1.24
"Kepler-965 b" Kepler "TIC 274118253" 3.43 "" 134.2520474 393.0 "" 0.08321 9.0636 12.298 12.8902 5818.0 1.2
"Kepler-288 c" Kepler "TIC 121785939" 3.08 "" 19.30563 703.0 "" 0.066 4.244 14.0 14.6516 5661.0 1.15
"Kepler-1397 b" Kepler "TIC 269030207" 1.37 "" 47.449955 499.0 "" 0.02263 10.747 12.849 13.6016 5869.0 0.91
"Kepler-1307 b" Kepler "TIC 63453366" 3.0 "" 18.0166 767.0 "" 0.0562 4.0421 14.171 14.916 6242.0 1.08
"K2-16 b" K2 "TIC 281886199" 2.13 "" 7.62067 710.0 "" "" "" 12.764 13.6771 4761.0 0.64
"Kepler-370 c" Kepler "TIC 137411225" 2.04 "" 19.0231361 647.0 "" 0.04016 3.431 13.977 14.6657 5569.0 0.95
"Kepler-647 b" Kepler "TIC 164786172" 1.21 "" 16.2254975 788.0 "" 0.01204 6.471 12.898 13.5168 5956.0 1.1
"Kepler-1059 b" Kepler "TIC 121943952" 1.7 "" 3.76417012 908.0 "" 0.05584 2.0111 13.993 14.868 5063.0 0.73
"Kepler-819 b" Kepler "TIC 139106013" 2.85 "" 33.1996355 485.0 "" 0.11125 5.022 13.688 14.4889 5102.0 0.88
"Kepler-811 b" Kepler "TIC 351908051" 2.07 "" 23.58447697 635.0 "" 0.0445 5.464 12.852 13.4985 5973.0 0.94
"Kepler-347 c" Kepler "TIC 299158566" 1.64 "" 27.3216332 629.0 "" 0.0248 3.763 13.391 14.0431 6092.0 1.0
"Kepler-396 b" Kepler "TIC 27769688" 3.49 "" 42.99255302 531.0 "" 0.11081 4.6011 10.672 11.3523 5579.0 1.06
"Kepler-1450 b" Kepler "TIC 271162715" 1.55 "" 54.5094166 310.0 "" 0.06827 4.222 13.681 14.7438 4405.0 0.61
"K2-8 c" K2 "TIC 38114658" 2.31 "" 5.06468 877.0 "" "" "" 12.829 13.7067 4890.0 0.74
"Kepler-848 b" Kepler "TIC 26817863" 1.44 "" 6.91134416 978.0 "" 0.0201 5.6555 12.84 13.5365 5907.0 0.99
"Kepler-716 c" Kepler "TIC 159377404" 1.31 "" 3.970006 923.0 "" 0.0255 1.3638 13.67 14.5671 5166.0 0.74
"Kepler-1478 b" Kepler "TIC 138097834" 1.35 "" 26.0841212 598.0 "" 0.02597 6.141 14.28 14.9375 6083.0 0.83
"Kepler-994 b" Kepler "TIC 158983792" 1.49 "" 1.1511671 963.0 "" 0.0583 1.1754 12.264 13.4895 4048.0 0.52
"Kepler-1218 b" Kepler "TIC 159763595" 1.47 "" 22.92272 754.0 "" 0.0136 7.3618 12.501 13.1286 6282.0 1.22
"Kepler-68 c" Kepler "TIC 417676622" 0.92 "" 9.60503867 946.0 "" 0.00558 3.0045 8.975 9.50898 5793.0 1.24
"Kepler-1009 b" Kepler "TIC 164411478" 2.08 "" 11.35011917 445.0 "" 0.12973 2.3758 13.192 14.3615 3901.0 0.54
"Kepler-107 e" Kepler "TIC 27988327" 3.07 "" 14.74913518 875.0 "" 0.04205 6.1887 11.392 12.0146 5851.0 1.41
"Kepler-187 c" Kepler "TIC 269264648" 2.87 "" 10.64021008 963.0 "" 0.04553 5.4381 12.956 13.6749 6112.0 1.23
"Kepler-512 b" Kepler "TIC 28448711" 2.78 "" 34.4359387 652.0 "" 0.04245 5.82 11.617 12.2049 5929.0 1.36
"Kepler-1480 b" Kepler "TIC 26541144" 3.94 "" 22.1270885 721.0 "" 0.04182 4.472 13.08 13.9005 5312.0 1.45
"HIP 116454 b" K2 "TIC 422618449" 2.53 11.82 9.1205 690.0 4.17 0.0967 "" 8.604 9.3742 5089.0 0.72
"Kepler-11 e" Kepler "TIC 169175503" 3.89 "" 31.99550624 582.0 "" 0.14107 4.1363 12.548 13.2366 5657.0 1.05
"Kepler-443 b" Kepler "TIC 299030246" 2.2 "" 177.669112 246.0 "" 0.09238 8.769 14.365 15.2453 4907.0 0.74
"Kepler-274 b" Kepler "TIC 137892978" 1.8 "" 11.634864 842.0 "" 0.03125 5.382 13.773 14.5312 6020.0 1.01
"Kepler-301 c" Kepler "TIC 48419097" 1.39 "" 5.41907559 989.0 "" 0.025 2.2797 13.146 13.7958 5814.0 0.88
"Kepler-885 b" Kepler "TIC 299030528" 2.15 "" 18.1145 853.0 "" 0.024 5.0633 11.833 12.4051 6450.0 1.29
"Kepler-916 b" Kepler "TIC 159581842" 1.84 "" 32.2968798 496.0 "" 0.04862 4.617 13.838 14.6101 5412.0 0.84
"Kepler-208 d" Kepler "TIC 270781284" 1.47 "" 11.1317901 999.0 "" 0.00955 4.051 12.547 13.1288 5966.0 1.5
"Kepler-220 e" Kepler "TIC 159759306" 1.18 "" 45.90403 353.0 "" 0.0314 2.8193 11.206 12.1813 4689.0 0.66
"Kepler-1117 b" Kepler "TIC 26583640" 1.14 "" 4.790278 946.0 "" 0.0154 2.8963 12.867 13.6112 5549.0 0.81
"Kepler-479 b" Kepler "TIC 122682249" 2.5 "" 12.493311 722.0 "" 0.0737 2.2716 12.237 13.006 5386.0 0.91
"Kepler-563 b" Kepler "TIC 63289401" 3.4 "" 22.184312 529.0 "" 0.1586 3.2145 13.358 14.1494 5129.0 0.77
"Kepler-308 b" Kepler "TIC 184162776" 2.23 "" 9.69502544 833.0 "" 0.0593 2.691 14.614 15.3489 5896.0 0.91
"Kepler-903 b" Kepler "TIC 121732589" 1.59 "" 10.35113 768.0 "" 0.0265 6.266 13.385 14.1144 5726.0 0.85
"Kepler-1670 b" Kepler "TIC 159375845" 2.8 "" 20.4998763 731.0 "" 0.04378 6.501 14.365 14.9688 6249.0 1.08
"Kepler-739 b" Kepler "TIC 159225155" 3.37 "" 12.53248465 775.0 "" 0.12663 4.0098 14.265 14.969 5997.0 0.9
"Kepler-1268 b" Kepler "TIC 158630552" 2.14 "" 40.9903986 610.0 "" 0.0346 7.261 14.153 14.7874 6324.0 1.15
"Kepler-945 b" Kepler "TIC 159715997" 2.79 "" 31.0033814 609.0 "" 0.0729 5.204 14.742 15.3801 6108.0 1.03
"Kepler-304 c" Kepler "TIC 377909730" 2.6 "" 5.315965 748.0 "" 0.0956 1.2058 13.243 14.1673 4779.0 0.67
"Kepler-376 c" Kepler "TIC 137219378" 1.72 "" 14.17220432 804.0 "" 0.02598 2.529 12.697 13.3032 5906.0 1.07
"Kepler-1489 b" Kepler "TIC 123312978" 1.67 "" 82.294751 408.0 "" 0.03828 7.009 13.677 14.3412 6004.0 0.85
"K2-159 b" K2 "TIC 35064295" 2.26 "" 12.42205 684.0 "" "" "" 10.462 11.1353 5425.0 0.83
"K2-250 b" K2 "TIC 98591691" 2.44 "" 4.01457 958.0 "" 0.102 2.4 12.539 13.3793 4968.0 0.85
"Kepler-244 c" Kepler "TIC 158426969" 2.0 "" 9.76734365 751.0 "" 0.0617 1.4621 14.306 15.0348 5565.0 0.8
"Kepler-749 b" Kepler "TIC 269263934" 2.1 "" 17.31716585 454.0 "" 0.16674 3.1599 14.169 15.1255 4719.0 0.5
"Kepler-278 c" Kepler "TIC 122225232" 3.36 "" 51.075756 696.0 "" 0.01305 10.851 10.047 10.9187 4991.0 2.94
"Kepler-1047 b" Kepler "TIC 299029323" 2.2 "" 56.18944 463.0 "" 0.0382 6.7098 12.174 12.8429 5760.0 0.93
"Kepler-1112 b" Kepler "TIC 272841734" 2.6 "" 14.36274 911.0 "" 0.0372 4.9824 13.688 14.1915 6652.0 1.2
"Kepler-92 d" Kepler "TIC 121943724" 1.91 "" 49.3567907 637.0 "" 0.01302 10.954 10.747 11.326 5862.0 1.67
"Kepler-1347 b" Kepler "TIC 172422725" 0.99 "" 14.00947528 617.0 "" 0.01755 3.405 12.028 12.8483 5153.0 0.77
"Kepler-1050 c" Kepler "TIC 48216453" 1.4 "" 21.1284569 707.0 "" 0.01757 3.789 12.042 12.6439 6086.0 1.05
"Kepler-239 b" Kepler "TIC 138641300" 2.36 "" 11.76305946 614.0 "" 0.10992 2.9027 13.703 14.6004 4980.0 0.73
"Kepler-329 b" Kepler "TIC 268713285" 1.36 "" 7.41634311 522.0 "" 0.05677 2.1984 13.513 14.6357 4045.0 0.52
"Kepler-196 c" Kepler "TIC 164828012" 2.3 "" 47.42693 432.0 "" 0.0833 5.0602 12.752 13.545 5231.0 0.83
"Kepler-210 b" Kepler "TIC 63283780" 2.56 "" 2.4532339 839.0 "" 0.1761 1.7399 11.992 13.0702 4367.0 0.57
"Kepler-290 c" Kepler "TIC 158218214" 3.44 "" 36.7704731 438.0 "" 0.14914 4.793 14.054 14.9548 5153.0 0.76
"Kepler-888 b" Kepler "TIC 27531978" 2.26 "" 70.6979061 505.0 "" 0.03831 6.624 11.915 12.5648 6174.0 1.15
"Kepler-253 d" Kepler "TIC 63065911" 3.17 "" 18.11989364 569.0 "" 0.15685 4.2774 14.055 14.9133 5216.0 0.79
"Kepler-538 b" Kepler "TIC 28227113" 2.13 "" 81.73780699 381.0 "" 0.06416 6.7005 10.026 10.6927 5564.0 0.85
"Kepler-1121 b" Kepler "TIC 28230581" 1.7 "" 13.15141081 987.0 "" 0.00945 5.6035 11.076 11.6284 6331.0 1.44
"Kepler-1526 b" Kepler "TIC 120425617" 2.31 "" 3.908632 788.0 "" 0.09445 1.8427 13.928 14.9273 4518.0 0.65
"Kepler-157 d" Kepler "TIC 122716806" 1.56 "" 7.0257409 969.0 "" 0.01907 2.245 12.939 13.5838 5767.0 1.01
"Kepler-1074 b" Kepler "TIC 164724987" 1.16 "" 5.94566534 548.0 "" 0.04613 2.1737 12.876 14.0642 3900.0 0.54
"Kepler-1308 b" Kepler "TIC 120693011" 0.79 "" 2.10433534 662.0 "" 0.02421 1.1168 11.878 13.3183 3605.0 0.43
"Kepler-331 b" Kepler "TIC 351063265" 1.87 "" 8.45746636 540.0 "" 0.13203 2.2906 14.082 15.1154 4347.0 0.52
"Kepler-1160 b" Kepler "TIC 158630233" 1.81 "" 7.97033985 839.0 "" 0.04908 2.6675 14.579 15.2965 5774.0 0.82
"Kepler-567 b" Kepler "TIC 28231454" 2.42 "" 16.54297375 611.0 "" 0.08101 3.8725 13.267 14.0663 5215.0 0.87
"Kepler-542 b" Kepler "TIC 137484431" 1.8 "" 13.14497566 767.0 "" 0.03131 3.5964 12.21 12.9159 5696.0 1.0
"Kepler-969 b" Kepler "TIC 158785055" 2.3 "" 34.17325 489.0 "" 0.0656 4.6538 12.413 13.1696 5284.0 0.84
"Kepler-92 c" Kepler "TIC 121943724" 2.37 "" 26.72320599 784.0 "" 0.01948 8.5096 10.747 11.326 5871.0 1.7
"K2-16 c" K2 "TIC 281886199" 2.14 "" 19.07536 523.0 "" "" "" 12.764 13.6771 4761.0 0.64
"Kepler-1370 b" Kepler "TIC 120253552" 1.77 "" 20.2641684 793.0 "" 0.01918 4.285 12.681 13.2588 6292.0 1.28
"Kepler-732 c" Kepler "TIC 164555597" 1.22 "" 0.89304124 886.0 "" 0.07937 1.1042 12.596 13.9669 3581.0 0.44
"Kepler-197 c" Kepler "TIC 27397848" 1.26 "" 10.34971385 932.0 "" 0.01252 4.2854 10.814 11.4036 6004.0 1.12
"Kepler-184 b" Kepler "TIC 63119782" 2.9 "" 10.687549 791.0 "" 0.0728 3.5971 13.1 13.8197 5817.0 0.89
"Kepler-126 c" Kepler "TIC 159046962" 1.56 "" 21.86967617 796.0 "" 0.01152 5.4626 9.616 10.1076 6239.0 1.36
"Kepler-224 b" Kepler "TIC 159642189" 1.5 "" 3.13295163 979.0 "" 0.04797 2.1769 14.212 15.0519 5195.0 0.7
"Kepler-771 b" Kepler "TIC 121276933" 1.62 "" 8.73477 876.0 "" 0.0279 4.4921 13.585 14.26 5945.0 0.93
"Kepler-955 b" Kepler "TIC 121603761" 3.19 "" 14.53244172 664.0 "" 0.14263 3.1732 13.269 14.0613 5345.0 0.86
"Kepler-744 b" Kepler "TIC 272597130" 1.62 "" 12.06222962 750.0 "" 0.03002 2.0584 12.354 13.0954 5547.0 0.93
"Kepler-191 d" Kepler "TIC 159647213" 2.69 "" 5.94504355 857.0 "" 0.08002 2.7004 13.42 14.2068 5105.0 0.87
"Kepler-1570 b" Kepler "TIC 269270853" 2.57 "" 26.548955 836.0 "" 0.01466 7.979 12.489 13.3894 5456.0 2.15
"Kepler-1196 b" Kepler "TIC 63210324" 2.0 "" 66.1832 437.0 "" 0.0458 5.3353 13.647 14.343 5900.0 0.9
"Kepler-1030 b" Kepler "TIC 270617362" 2.26 "" 19.32945602 529.0 "" 0.09355 3.794 14.197 15.0765 5026.0 0.76
"Kepler-325 d" Kepler "TIC 267671250" 2.62 "" 38.7149617 498.0 "" 0.06948 3.441 13.806 14.5024 5445.0 0.94
"Kepler-1505 b" Kepler "TIC 137408775" 1.13 "" 30.8609366 625.0 "" 0.01111 4.109 11.83 12.4674 6008.0 1.06
"Kepler-120 b" Kepler "TIC 121458707" 2.06 "" 6.31250373 576.0 "" 0.13713 2.7476 13.019 14.0065 4096.0 0.57
"Kepler-104 d" Kepler "TIC 158553540" 3.41 "" 51.75529576 588.0 "" 0.06011 7.3501 11.558 12.1596 5755.0 1.36
"Kepler-1540 b" Kepler "TIC 237158408" 2.3 "" 125.4131177 238.0 "" 0.14039 2.2134 12.25 13.3323 4366.0 0.64
"Kepler-296 e" Kepler "TIC 243271945" 1.08 "" 34.14189 244.0 "" 0.08522 3.011 13.391 14.9169 3517.0 0.37
"Kepler-1674 b" Kepler "TIC 271256817" 3.53 "" 62.561528 419.0 "" 0.14028 5.857 14.191 14.9523 5679.0 0.84
"Kepler-649 b" Kepler "TIC 352012975" 2.46 "" 29.90722674 606.0 "" 0.05974 4.812 12.377 12.9759 5741.0 1.01
"Kepler-560 b" Kepler "TIC 239275865" 1.55 "" 18.47762694 267.0 "" 0.26046 1.94 12.276 13.6349 3395.0 0.28
"Kepler-454 b" Kepler "TIC 121276638" 1.86 "" 10.57375703 848.0 "" 0.03024 1.6953 10.357 10.9751 5739.0 1.08
"Kepler-461 b" Kepler "TIC 63206513" 2.74 "" 8.31377304 886.0 "" 0.08374 2.964 12.253 12.8947 5900.0 0.95
"Kepler-357 b" Kepler "TIC 159649595" 1.9 "" 6.47538919 804.0 "" 0.05671 2.6617 13.991 14.8979 5033.0 0.82
"Kepler-870 b" Kepler "TIC 27455225" 2.52 "" 21.3588236 691.0 "" 0.06401 5.823 14.072 14.7547 6170.0 0.99
"Kepler-1682 b" Kepler "TIC 138477499" 3.47 "" 14.83339324 729.0 "" 0.09647 4.436 14.429 15.1501 5776.0 0.94
"Kepler-1190 b" Kepler "TIC 48504464" 1.3 "" 10.45854 581.0 "" 0.0355 3.2282 12.862 13.8287 4698.0 0.65
"Kepler-1630 b" Kepler "TIC 273237673" 2.62 "" 509.997402 182.0 "" 0.1267 8.481 12.499 13.5427 5037.0 0.76
"Kepler-989 b" Kepler "TIC 123357893" 2.56 "" 7.96431535 805.0 "" 0.08168 1.498 12.965 13.8128 5185.0 0.91
"GJ 357 b" "Transiting Exoplanet Survey Satellite (TESS)" "TIC 413248763" 1.305 "" 3.930792 493.40448 "" 0.116426 1.332557 7.337 8.74094 3505.0 0.36
"Kepler-1045 b" Kepler "TIC 164670756" 2.4 "" 26.41045478 514.0 "" 0.10767 2.996 14.249 15.0041 5443.0 0.74
"Kepler-373 b" Kepler "TIC 299218776" 1.38 "" 5.53532955 962.0 "" 0.02714 2.8213 13.28 13.9901 5783.0 0.84
"Kepler-327 d" Kepler "TIC 63366281" 1.7 "" 13.96948245 392.0 "" 0.11447 1.4165 12.794 14.0142 3799.0 0.49
"Kepler-897 b" Kepler "TIC 290005350" 1.95 "" 8.0472642 854.0 "" 0.05344 4.5 13.89 14.5773 5835.0 0.85
"Kepler-233 b" Kepler "TIC 27843776" 2.71 "" 8.47237844 752.0 "" 0.12203 2.7168 14.006 14.7703 5354.0 0.79
"K2-10 b" K2 "TIC 363573185" 3.92 "" 19.30691 703.0 "" 0.144 "" 11.059 11.7442 5647.0 0.93
"K2-18 b" K2 "TIC 388804061" 2.24 "" 32.94488 272.0 "" "" "" 9.763 11.2373 3503.0 0.39
"Kepler-867 b" Kepler "TIC 399915645" 3.79 "" 150.242127 291.0 "" 0.24479 10.979 13.602 14.3737 5514.0 0.74
"Kepler-92 b" Kepler "TIC 121943724" 3.58 "" 13.7488263 978.0 "" 0.04141 6.0538 10.747 11.326 5871.0 1.7
"Kepler-357 b" Kepler "TIC 159649595" 1.92 "" 6.47539108 793.0 "" 0.05306 2.7048 13.991 14.8979 4954.0 0.83
"Kepler-1650 b" Kepler "TIC 273502299" 1.54 "" 1.5381625 774.0 "" 0.0802 1.1291 12.99 14.5237 3673.0 0.48
"K2-9 b" K2 "TIC 82050863" 2.25 "" 18.4498 314.0 "" "" 2.8397 12.451 13.7256 3390.0 0.31
"HD 108236 d" "Transiting Exoplanet Survey Satellite (TESS)" "TIC 260647166" 2.767 "" 14.175671 732.835999 "" 0.091711 3.774857 8.046 8.6522 5723.87 0.9
"Kepler-183 c" Kepler "TIC 138214374" 2.39 "" 11.63701734 791.0 "" 0.06473 3.35 13.726 14.4099 5888.0 0.94
"Kepler-100 c" Kepler "TIC 159654016" 2.28 "" 12.81588378 946.0 "" 0.02181 6.3728 10.081 10.6983 5825.0 1.49
"Kepler-136 c" Kepler "TIC 272375343" 1.8 "" 16.3992561 812.0 "" 0.02295 3.4167 10.804 11.3668 6156.0 1.19
"Kepler-288 d" Kepler "TIC 121785939" 3.62 "" 56.6388791 508.0 "" 0.0685 8.043 14.0 14.6516 5918.0 1.07
"Kepler-1012 b" Kepler "TIC 158986490" 1.49 "" 5.50860699 934.0 "" 0.02039 3.0788 12.064 12.8119 5448.0 0.88
"Kepler-940 b" Kepler "TIC 270959279" 3.44 "" 59.6225257 486.0 "" 0.10934 6.425 14.399 15.0272 6108.0 1.0
"Kepler-1086 b" Kepler "TIC 271545939" 2.27 "" 18.78425728 415.0 "" 0.11529 3.2339 13.691 14.7736 4137.0 0.61
"Kepler-400 b" Kepler "TIC 122707140" 1.62 "" 9.02436414 939.0 "" 0.02146 3.011 12.566 13.4029 5885.0 1.11
"Kepler-259 c" Kepler "TIC 158664318" 2.71 "" 36.9249531 530.0 "" 0.0939 4.7139 14.009 14.6907 5926.0 0.89
"Kepler-624 b" Kepler "TIC 138972811" 2.11 "" 14.586675 814.0 "" 0.0362 4.0488 12.514 13.0604 6157.0 1.09
"Kepler-11 b" Kepler "TIC 169175503" 1.85 "" 10.30400497 849.0 "" 0.03202 4.2139 12.548 13.2366 5657.0 1.05
"Kepler-772 b" Kepler "TIC 137150277" 1.96 "" 12.99207337 855.0 "" 0.02674 5.9838 12.739 13.4436 5721.0 1.21
"Kepler-1204 b" Kepler "TIC 159043952" 3.14 "" 85.7350285 448.0 "" 0.08433 7.457 14.119 14.816 6096.0 1.08
"Kepler-92 d" Kepler "TIC 121943724" 1.84 "" 49.35899 608.0 "" 0.0129 11.3705 10.747 11.326 5883.0 1.53
"Kepler-1493 b" Kepler "TIC 121656582" 0.84 "" 15.0217983 677.0 "" 0.01109 4.557 11.925 13.0805 5619.0 0.8
