pl_name disc_facility tic_id pl_rade pl_bmasse pl_orbper pl_eqt pl_dens pl_trandep pl_trandur sy_jmag sy_tmag st_teff st_rad
"Kepler-955 b" Kepler "TIC 121603761" 3.11 "" 14.5324483 664.0 "" 0.13559 3.13 13.269 14.0613 5345.0 0.86
"Kepler-1444 b" Kepler "TIC 164886812" 1.84 "" 33.42035034 542.0 "" 0.03848 5.0911 11.195 11.8074 5838.0 0.9
"Kepler-1119 b" Kepler "TIC 272940104" 1.68 "" 8.3265153 938.0 "" 0.02831 5.383 13.864 14.5716 6057.0 1.0
"Kepler-1420 b" Kepler "TIC 272184502" 1.32 "" 6.69960006 802.0 "" 0.02846 2.704 14.396 15.2453 5280.0 0.79
"Kepler-694 b" Kepler "TIC 122713147" 2.59 "" 6.365815 916.0 "" 0.0792 3.0807 13.882 14.5866 5780.0 0.86
"Kepler-769 b" Kepler "TIC 137815803" 2.5 "" 7.425992 996.0 "" 0.0549 4.0084 13.684 14.3136 6215.0 1.02
"Kepler-517 b" Kepler "TIC 138297129" 2.87 "" 60.92832271 474.0 "" 0.07444 6.3262 11.02 11.6682 5598.0 1.06
"Kepler-594 b" Kepler "TIC 299087968" 2.5 "" 13.64625 666.0 "" 0.0633 3.8792 13.48 14.2374 5540.0 0.8
"Kepler-646 b" Kepler "TIC 159441621" 1.61 "" 15.87364565 632.0 "" 0.04348 3.6124 12.525 13.2692 5654.0 0.74
"Kepler-905 b" Kepler "TIC 159225367" 1.47 "" 5.08274652 960.0 "" 0.02843 1.7354 12.697 13.4398 5569.0 0.89
"Kepler-37 c" Kepler "TIC 164652245" 0.71 "" 21.30199109 562.0 "" 0.00854 3.8131 8.356 9.0638 5417.0 0.77
"Kepler-726 b" Kepler "TIC 63000832" 2.92 "" 21.80441 571.0 "" 0.1145 3.3299 13.81 14.5161 5551.0 0.81
"Kepler-930 b" Kepler "TIC 274031725" 2.8 "" 71.45245 555.0 "" 0.0248 6.3485 12.641 13.296 6130.0 1.47
"Kepler-861 b" Kepler "TIC 63206411" 2.1 "" 3.949633 927.0 "" 0.0802 1.5564 14.129 14.9762 5078.0 0.75
"Kepler-191 d" Kepler "TIC 159647213" 2.26 "" 5.94504102 832.0 "" 0.08618 2.5711 13.42 14.2068 5275.0 0.79
"Kepler-194 d" Kepler "TIC 63070427" 2.41 "" 52.8147284 516.0 "" 0.05709 7.267 13.78 14.442 6085.0 1.0
"Kepler-83 d" Kepler "TIC 123416515" 1.81 "" 5.16980995 567.0 "" 0.1181 2.1723 13.737 14.9557 3893.0 0.52
"Kepler-523 b" Kepler "TIC 164654277" 1.93 "" 5.83598311 892.0 "" 0.05468 2.0601 11.283 11.9782 5509.0 0.84
"Kepler-1152 b" Kepler "TIC 159382189" 0.91 "" 1.64680191 840.0 "" 0.03054 1.2561 12.495 13.6628 3900.0 0.54
"Kepler-1174 b" Kepler "TIC 123408863" 1.4 "" 6.89225223 962.0 "" 0.0226 2.4556 13.151 13.7214 6046.0 0.93
"Kepler-1185 b" Kepler "TIC 121121775" 1.44 "" 104.3518976 371.0 "" 0.02372 3.586 11.386 12.0699 5754.0 0.94
"Kepler-30 b" Kepler "TIC 399794329" 1.91 "" 29.1598615 524.0 "" 0.0488 4.803 13.997 14.8024 5485.0 0.87
"Kepler-477 b" Kepler "TIC 158633329" 1.84 "" 11.11990653 636.0 "" 0.06397 3.3296 12.274 12.889 5074.0 0.7
"Kepler-449 b" Kepler "TIC 270779644" 1.8 "" 12.5825 919.0 "" 0.0125 6.4462 10.088 10.7691 5552.0 1.46
"Kepler-127 c" Kepler "TIC 164881786" 2.33 "" 29.392404 683.0 "" 0.0317 6.896 10.536 11.0567 6169.0 1.27
"Kepler-238 c" Kepler "TIC 121460918" 1.88 "" 6.15555756 980.0 "" 0.03071 5.086 13.894 14.538 5858.0 0.96
"Kepler-1294 b" Kepler "TIC 159721015" 3.02 "" 115.6862258 375.0 "" 0.10474 4.625 14.021 14.6723 6032.0 0.93
"Kepler-333 c" Kepler "TIC 137556197" 1.2 "" 24.0882568 378.0 "" 0.03992 3.97 12.86 13.9691 4159.0 0.58
"Kepler-307 c" Kepler "TIC 169930145" 2.8 "" 13.084143 778.0 "" 0.0684 3.0347 12.833 13.5238 5577.0 1.03
"Kepler-1622 b" Kepler "TIC 273047792" 1.24 "" 10.8118317 922.0 "" 0.00768 2.627 12.422 12.9544 6025.0 1.2
"Kepler-1670 b" Kepler "TIC 159375845" 2.8 "" 20.49941 717.0 "" 0.0521 5.6528 14.365 14.9688 6243.0 1.03
"Kepler-1042 b" Kepler "TIC 121734006" 2.41 "" 10.13195 634.0 "" 0.0918 3.1799 14.022 15.0147 4619.0 0.82
"Kepler-331 c" Kepler "TIC 351063265" 2.05 "" 17.2811521 424.0 "" 0.1599 2.7385 14.082 15.1154 4345.0 0.52
"Kepler-926 b" Kepler "TIC 394174412" 2.92 "" 52.069002 524.0 "" 0.05583 3.0089 13.105 13.7771 5565.0 1.25
"Kepler-1164 b" Kepler "TIC 121275496" 1.22 "" 3.97599768 982.0 "" 0.02158 2.1411 12.719 13.5197 5211.0 0.83
"Kepler-1177 b" Kepler "TIC 399826020" 2.01 "" 106.247882 377.0 "" 0.03974 13.78 13.35 14.0312 5679.0 0.97
"Kepler-581 b" Kepler "TIC 184009313" 2.16 "" 40.6069821 475.0 "" 0.06964 5.719 13.322 14.0394 5601.0 0.83
"TOI-125 d" "Transiting Exoplanet Survey Satellite (TESS)" "TIC 52368076" 2.9 "" 19.981867 581.087769 "" 0.104621 2.991231 9.466 10.1985 5154.0 0.9
"Kepler-48 c" Kepler "TIC 171882123" 2.61 "" 9.67395347 729.0 "" 0.0986 3.287 11.702 12.5074 5296.0 0.85
"TOI-763 c" "Transiting Exoplanet Survey Satellite (TESS)" "TIC 178819686" 3.705 "" 12.27633 832.857544 "" 0.097627 3.656382 8.858 9.5275 5767.0 1.13
"Kepler-603 d" Kepler "TIC 270948636" 1.22 "" 6.2171292 976.0 "" 0.01806 3.701 13.601 14.3224 5960.0 0.91
"Kepler-411 d" Kepler "TIC 399954349" 3.51 "" 58.0192007 367.0 "" 0.12968 5.669 10.641 11.6052 4987.0 0.77
"Kepler-1611 b" Kepler "TIC 27846759" 0.66 "" 5.1762429 887.0 "" 0.00859 5.15 13.137 13.8937 5511.0 0.72
"Kepler-940 b" Kepler "TIC 270959279" 3.44 "" 59.6225257 486.0 "" 0.10934 6.425 14.399 15.0272 6108.0 1.0
"Kepler-566 b" Kepler "TIC 159727092" 2.24 "" 18.42794957 526.0 "" 0.07066 2.9264 13.508 14.3762 4768.0 0.78
"Kepler-316 c" Kepler "TIC 159522175" 1.34 "" 6.82778157 577.0 "" 0.05458 2.3726 13.324 14.4142 4198.0 0.57
"Kepler-1062 b" Kepler "TIC 120043084" 1.67 "" 9.30413878 583.0 "" 0.06373 1.9254 13.025 14.0665 4458.0 0.66
"Kepler-306 d" Kepler "TIC 121660143" 2.57 "" 17.32668599 600.0 "" 0.08948 4.2073 14.084 14.9424 5219.0 0.85
"Kepler-11 g" Kepler "TIC 169175503" 3.46 "" 118.378379 376.0 "" 0.11168 9.5552 12.548 13.2366 5657.0 1.05
"Kepler-461 b" Kepler "TIC 63206513" 3.24 "" 8.313759 926.0 "" 0.0816 3.0819 12.253 12.8947 5923.0 1.04
"Kepler-974 b" Kepler "TIC 120418600" 1.44 "" 4.19449651 534.0 "" 0.0745 1.8482 11.951 13.3179 3584.0 0.45
"Kepler-327 b" Kepler "TIC 63366281" 1.31 "" 2.5495633 690.0 "" 0.05572 1.8008 12.794 14.0142 3799.0 0.49
"Kepler-681 b" Kepler "TIC 299217986" 3.07 "" 26.39432897 489.0 "" 0.15109 3.573 13.757 14.6229 5129.0 0.76
"Kepler-83 c" Kepler "TIC 123416515" 2.36 "" 20.08976 450.0 "" 0.1448 3.5778 13.737 14.9557 4648.0 0.61
"Kepler-11 c" Kepler "TIC 169175503" 2.94 "" 13.02492819 786.0 "" 0.08092 4.56 12.548 13.2366 5657.0 1.05
"TOI-561 f" "Transiting Exoplanet Survey Satellite (TESS)" "TIC 377064495" 2.32 3.0 16.287 750.0 1.3 "" 4.45 8.879 9.5273 5326.0 0.83
"Kepler-838 b" Kepler "TIC 351909828" 2.85 "" 15.74957994 774.0 "" 0.07094 4.6942 14.186 14.7772 6178.0 1.02
"Kepler-297 b" Kepler "TIC 48304302" 3.31 "" 38.86840425 579.0 "" 0.10113 6.1918 13.122 13.7454 6150.0 1.04
"Kepler-1294 b" Kepler "TIC 159721015" 2.8 "" 115.6879 342.0 "" 0.0902 5.2783 14.021 14.6723 5779.0 0.85
"Kepler-1192 b" Kepler "TIC 123416753" 2.57 "" 25.2034787 600.0 "" 0.07853 4.552 14.493 15.1878 5831.0 0.92
"Kepler-212 b" Kepler "TIC 158551888" 0.87 "" 16.2583586 769.0 "" 0.00597 6.955 11.931 12.5526 5914.0 1.14
"Kepler-1279 b" Kepler "TIC 121465371" 1.44 "" 23.4774101 738.0 "" 0.01512 7.271 12.901 13.5122 6384.0 1.12
"Kepler-509 b" Kepler "TIC 416283848" 2.42 "" 41.74600392 585.0 "" 0.04201 4.6058 10.793 11.3785 5982.0 1.19
"Kepler-1527 b" Kepler "TIC 273132601" 3.26 "" 160.129918 338.0 "" 0.11464 13.176 13.927 14.6005 6075.0 0.92
"Kepler-176 c" Kepler "TIC 271159950" 2.64 "" 12.75934834 682.0 "" 0.09392 3.5116 13.097 13.9508 5229.0 0.88
"Kepler-663 b" Kepler "TIC 273681023" 2.7 "" 4.99678284 917.0 "" 0.10327 2.09 14.448 15.2715 5339.0 0.85
"Kepler-48 b" Kepler "TIC 171882123" 1.89 "" 4.77800403 922.0 "" 0.0488 2.7495 11.702 12.5074 5296.0 0.85
"Kepler-283 b" Kepler "TIC 270695184" 2.15 "" 11.00817635 488.0 "" 0.14625 2.013 13.927 15.0899 4141.0 0.58
"Kepler-802 b" Kepler "TIC 158114000" 3.46 "" 40.0587473 490.0 "" 0.12684 5.533 13.596 14.3021 5674.0 0.87
"Kepler-184 b" Kepler "TIC 63119782" 2.42 "" 10.68757479 785.0 "" 0.0788 3.2532 13.1 13.8197 5783.0 0.86
"Kepler-153 c" Kepler "TIC 48188777" 2.5 "" 46.9025112 458.0 "" 0.08336 3.9419 12.945 13.7151 5402.0 0.86
"Kepler-1071 b" Kepler "TIC 275490723" 1.74 "" 6.180013 775.0 "" 0.0632 2.0308 14.371 15.234 5153.0 0.71
"Kepler-250 b" Kepler "TIC 159098652" 1.08 "" 4.14810719 938.0 "" 0.01752 2.535 14.0 14.83 5029.0 0.84
"Kepler-110 c" Kepler "TIC 26751563" 3.59 "" 31.71987 731.0 "" 0.0359 5.3504 11.919 12.5047 5899.0 1.58
"K2-153 b" K2 "TIC 397056271" 2.0 "" 7.51574 497.0 "" 0.129 2.2992 12.023 13.2766 3800.0 0.54
"Kepler-210 c" Kepler "TIC 63283780" 3.23 "" 7.97251347 497.0 "" 0.3245 2.9772 11.992 13.0702 3914.0 0.53
KOI-1599.02 Kepler "TIC 170647523" 1.9 "" 13.6141 739.0 "" 0.0316 3.1233 13.631 14.3561 5760.0 0.92
"Kepler-351 d" Kepler "TIC 158218178" 2.95 "" 142.544247 317.0 "" 0.1139 8.949 14.669 15.435 5646.0 0.84
"Kepler-948 b" Kepler "TIC 138099276" 1.35 "" 7.76845639 841.0 "" 0.02178 3.689 13.624 14.2762 5447.0 0.92
"TRAPPIST-1 b" "La Silla Observatory" "TIC 278892590" 1.086 0.85 1.51087081 400.1 3.6 0.7266 0.6067 11.354 13.8529 2559.0 0.12
"Kepler-383 b" Kepler "TIC 137150599" 1.39 "" 12.90475463 564.0 "" 0.04293 3.28 13.367 14.3821 4710.0 0.7
"Kepler-988 b" Kepler "TIC 159446957" 1.93 "" 17.76076524 368.0 "" 0.12872 1.6679 13.138 14.2903 3826.0 0.52
"Kepler-138 c" Kepler "TIC 159376971" 1.33 "" 13.78109344 398.0 "" 0.07213 2.263 10.293 11.5177 3841.0 0.5
"Kepler-1102 b" Kepler "TIC 47976987" 3.06 "" 51.3283527 546.0 "" 0.06923 9.357 13.838 14.4697 6119.0 1.12
"Kepler-726 b" Kepler "TIC 63000832" 2.72 "" 21.80451088 549.0 "" 0.12399 3.3931 13.81 14.5161 5511.0 0.72
"Kepler-655 b" Kepler "TIC 273044848" 2.48 "" 46.4063358 574.0 "" 0.04735 6.9941 12.495 13.0721 6343.0 1.14
"Kepler-1388 d" Kepler "TIC 164524311" 2.38 "" 20.9569985 363.0 "" 0.19179 3.493 14.222 15.3574 3891.0 0.56
"K2-241 b" K2 "TIC 152805642" 2.55 "" 26.8199 507.0 "" "" "" 10.442 11.2209 5262.0 0.75
"Kepler-902 b" Kepler "TIC 159172027" 2.49 "" 40.1099547 524.0 "" 0.07496 5.1836 13.659 14.3731 5960.0 0.91
"Kepler-296 d" Kepler "TIC 243271945" 1.65 "" 19.85028393 293.0 "" 0.17428 2.9233 13.391 14.9169 3517.0 0.37
"Kepler-870 b" Kepler "TIC 27455225" 2.67 "" 21.3587621 691.0 "" 0.07121 5.905 14.072 14.7547 6170.0 0.99
"Kepler-334 d" Kepler "TIC 158394479" 1.59 "" 25.0985083 656.0 "" 0.01676 2.7727 11.71 12.3108 5782.0 1.09
"Kepler-1172 b" Kepler "TIC 122507231" 3.26 "" 26.0204423 586.0 "" 0.12963 4.84 14.625 15.3236 5806.0 0.9
"Kepler-1261 b" Kepler "TIC 48506742" 2.78 "" 48.4313003 396.0 "" 0.08864 4.03 14.109 14.9769 4891.0 0.81
"Kepler-1336 c" Kepler "TIC 272278272" 1.03 "" 5.77721211 941.0 "" 0.01414 2.423 12.819 13.5344 5717.0 0.86
"Kepler-299 e" Kepler "TIC 48304460" 1.71 "" 38.2856338 527.0 "" 0.03459 6.418 13.875 14.5326 5896.0 0.92
"Kepler-1083 b" Kepler "TIC 164458639" 3.13 "" 33.4178173 448.0 "" 0.11668 4.645 14.386 15.2485 5136.0 0.74
"Kepler-1405 b" Kepler "TIC 184166357" 3.08 "" 28.2274184 564.0 "" 0.13357 5.648 14.583 15.3042 5864.0 0.84
"Kepler-1117 b" Kepler "TIC 26583640" 1.01 "" 4.79028459 964.0 "" 0.0151 2.7287 12.867 13.6112 5573.0 0.83
"Kepler-779 b" Kepler "TIC 352012126" 0.83 "" 7.09714223 428.0 "" 0.04245 2.244 13.441 14.6466 3555.0 0.4
"Kepler-1030 b" Kepler "TIC 270617362" 2.52 "" 19.32952416 534.0 "" 0.10401 3.7701 14.197 15.0765 5023.0 0.78
"Kepler-567 b" Kepler "TIC 28231454" 2.42 "" 16.54297375 611.0 "" 0.08101 3.8725 13.267 14.0663 5215.0 0.87
"Kepler-1444 b" Kepler "TIC 164886812" 1.84 "" 33.42035034 542.0 "" 0.03848 5.0911 11.195 11.8074 5838.0 0.9
"Kepler-529 c" Kepler "TIC 158108219" 1.57 "" 12.8345022 795.0 "" 0.02863 3.2666 12.786 13.3433 6248.0 0.89
"Kepler-350 b" Kepler "TIC 120498491" 1.5 "" 11.18961 979.0 "" 0.01383 5.21 12.718 13.3257 6217.0 1.25
"Kepler-223 c" Kepler "TIC 273876171" 2.79 "" 9.8482024 873.0 "" 0.04372 7.302 14.095 14.8848 5825.0 1.0
"Kepler-191 d" Kepler "TIC 159647213" 2.26 "" 5.94504102 832.0 "" 0.08618 2.5711 13.42 14.2068 5275.0 0.79
"Kepler-277 b" Kepler "TIC 120961424" 2.96 "" 17.32417247 923.0 "" 0.02467 8.169 12.288 12.9339 5941.0 1.69
"Kepler-154 c" Kepler "TIC 416282268" 2.73 "" 62.3027873 437.0 "" 0.09134 7.573 13.389 14.0503 5937.0 0.83
"Kepler-1086 c" Kepler "TIC 271545939" 2.88 "" 161.515617 211.0 "" 0.22153 6.548 13.691 14.7736 4243.0 0.64
"Kepler-777 b" Kepler "TIC 123497954" 1.51 "" 5.72812599 590.0 "" 0.0716 1.9804 13.875 15.1016 4065.0 0.57
"Kepler-851 b" Kepler "TIC 27235573" 1.69 "" 8.50691 895.0 "" 0.0266 3.0943 13.876 14.6202 5803.0 0.98
"Kepler-948 b" Kepler "TIC 138099276" 1.79 "" 7.76846622 900.0 "" 0.02274 4.385 13.624 14.2762 5798.0 0.92
"Kepler-356 c" Kepler "TIC 137636895" 1.71 "" 13.12155 901.0 "" 0.0192 3.6361 12.0 12.5639 6310.0 1.19
"Kepler-481 b" Kepler "TIC 26541093" 2.89 "" 10.06082567 946.0 "" 0.04689 4.5782 12.724 13.3592 5692.0 1.26
"Kepler-525 b" Kepler "TIC 272279290" 3.64 "" 18.68404933 829.0 "" 0.03969 6.907 12.248 12.9835 5546.0 1.59
"Kepler-1197 b" Kepler "TIC 63004645" 1.15 "" 2.03231845 975.0 "" 0.03084 1.1214 13.47 14.4234 4555.0 0.64
"K2-259 b" K2 "TIC 377259959" 2.32 "" 15.48043 795.0 "" 0.037 4.2 11.425 11.9718 5962.19 1.15
"Kepler-1437 b" Kepler "TIC 26541175" 1.32 "" 10.9295461 773.0 "" 0.02211 6.062 14.4 15.1656 5796.0 0.87
"Kepler-303 b" Kepler "TIC 164460208" 0.87 "" 1.93702997 802.0 "" 0.03123 1.4727 12.41 13.5887 4042.0 0.49
"Kepler-220 b" Kepler "TIC 159759306" 0.83 "" 4.15981712 805.0 "" 0.01592 1.6101 11.206 12.1813 4709.0 0.69
"Kepler-779 b" Kepler "TIC 352012126" 0.83 "" 7.09714223 428.0 "" 0.04245 2.244 13.441 14.6466 3555.0 0.4
"Kepler-1212 b" Kepler "TIC 27912642" 1.77 "" 12.94130146 795.0 "" 0.03494 4.468 13.872 14.5562 6119.0 0.94
"Kepler-1043 b" Kepler "TIC 123358827" 2.45 "" 38.505224 532.0 "" 0.06952 5.941 13.604 14.2929 5974.0 0.88
"Kepler-356 c" Kepler "TIC 137636895" 1.64 "" 13.12163551 852.0 "" 0.02002 3.5057 12.0 12.5639 6129.0 1.11
"Kepler-102 f" Kepler "TIC 123357864" 0.79 "" 27.4537294 460.0 "" 0.01163 3.5353 9.984 10.8515 4812.0 0.76
"Kepler-1665 b" Kepler "TIC 122442334" 2.31 "" 11.95475266 655.0 "" 0.09037 2.1234 12.113 13.011 5098.0 0.79
"Kepler-1388 c" Kepler "TIC 164524311" 1.96 "" 5.53608151 557.0 "" 0.14427 2.1817 14.222 15.3574 3903.0 0.52
"Kepler-28 c" Kepler "TIC 63122956" 1.94 "" 8.98584768 509.0 "" 0.09053 3.028 13.334 14.3281 4072.0 0.57
"Kepler-333 c" Kepler "TIC 137556197" 1.16 "" 24.0884178 386.0 "" 0.03872 3.952 12.86 13.9691 4213.0 0.6
"Kepler-1050 c" Kepler "TIC 48216453" 2.88 "" 21.1285655 935.0 "" 0.01767 3.852 12.042 12.6439 5817.0 2.15
"Kepler-245 e" Kepler "TIC 63004906" 1.69 "" 3.21981478 998.0 "" 0.04882 2.0642 14.121 14.9988 5103.0 0.79
"Kepler-1180 b" Kepler "TIC 271966200" 1.67 "" 16.8601286 765.0 "" 0.02814 5.553 13.887 14.5287 6205.0 0.97
"Kepler-1135 b" Kepler "TIC 158114283" 2.09 "" 76.957056 451.0 "" 0.03671 9.551 13.161 13.828 5878.0 1.04
"Kepler-1227 b" Kepler "TIC 121113728" 2.16 "" 94.2887577 393.0 "" 0.05273 4.144 12.963 13.6907 5799.0 0.9
"Kepler-327 d" Kepler "TIC 63366281" 1.7 "" 13.96948245 392.0 "" 0.11447 1.4165 12.794 14.0142 3799.0 0.49
"Kepler-151 c" Kepler "TIC 137410997" 2.09 "" 24.67464211 547.0 "" 0.06708 3.0887 13.383 14.1701 5460.0 0.82
"Kepler-159 b" Kepler "TIC 169082553" 1.68 "" 10.13958818 447.0 "" 0.11559 2.6446 13.104 14.1532 3893.0 0.5
"Kepler-701 b" Kepler "TIC 121795464" 2.47 "" 10.35533116 777.0 "" 0.07506 3.1775 13.656 14.4253 5501.0 0.92
"Kepler-55 d" Kepler "TIC 164884002" 1.64 "" 2.21112285 952.0 "" 0.06617 1.746 13.97 15.0506 4505.0 0.66
"Kepler-384 b" Kepler "TIC 158114249" 1.12 "" 22.5965999 620.0 "" 0.01529 6.205 12.419 13.0988 5585.0 0.91
"Kepler-416 c" Kepler "TIC 137217372" 2.54 "" 12.20945351 848.0 "" 0.05591 3.9286 12.874 13.544 5977.0 1.07
"Kepler-1307 b" Kepler "TIC 63453366" 2.47 "" 18.01621096 768.0 "" 0.0529 3.996 14.171 14.916 6245.0 1.06
"Kepler-329 c" Kepler "TIC 268713285" 2.06 "" 18.6848057 384.0 "" 0.14317 3.9193 13.513 14.6357 4045.0 0.52
"Kepler-1437 b" Kepler "TIC 26541175" 1.32 "" 10.9295461 773.0 "" 0.02211 6.062 14.4 15.1656 5796.0 0.87
"Kepler-1325 b" Kepler "TIC 164828023" 2.77 "" 33.8786838 525.0 "" 0.07228 5.811 13.911 14.6145 5717.0 0.88
"Kepler-148 c" Kepler "TIC 159171904" 3.55 "" 4.18004955 962.0 "" 0.18805 2.4696 13.903 14.7473 5271.0 0.84
"Kepler-931 b" Kepler "TIC 272945038" 1.54 "" 8.03753796 744.0 "" 0.02865 2.9118 12.927 13.8613 5044.0 0.8
"Kepler-648 b" Kepler "TIC 164560223" 3.11 "" 17.42115972 674.0 "" 0.09281 4.9974 12.803 13.4432 5679.0 0.97
"Kepler-184 d" Kepler "TIC 63119782" 2.53 "" 29.02235261 563.0 "" 0.0626 3.9666 13.1 13.8197 5783.0 0.86
"Kepler-1533 b" Kepler "TIC 271970605" 2.36 "" 308.5471 298.0 "" 0.05109 18.464 12.224 12.7834 6363.0 1.03
"Kepler-1570 b" Kepler "TIC 269270853" 2.57 "" 26.548955 836.0 "" 0.01466 7.979 12.489 13.3894 5456.0 2.15
"Kepler-1350 c" Kepler "TIC 158664221" 1.4 "" 1.76678951 730.0 "" 0.10098 1.3345 13.989 15.2275 3698.0 0.44
"Kepler-276 d" Kepler "TIC 138213510" 2.58 "" 48.6476601 525.0 "" 0.06211 4.563 14.234 14.8896 6102.0 1.03
"Kepler-698 b" Kepler "TIC 121729607" 3.97 "" 16.32976218 725.0 "" 0.13048 6.373 14.255 14.9182 5870.0 0.98
"Kepler-1155 b" Kepler "TIC 121785676" 2.6 "" 33.47025 615.0 "" 0.0411 4.5565 13.587 14.2522 5900.0 1.12
"Kepler-245 d" Kepler "TIC 63004906" 3.5 "" 36.27594657 485.0 "" 0.16769 4.6701 14.121 14.9988 5257.0 0.87
"Kepler-315 c" Kepler "TIC 273694712" 3.64 "" 265.467621 269.0 "" 0.11475 9.443 13.982 14.772 5724.0 0.86
"EPIC 220674823 c" K2 "TIC 266015990" 2.77 5.7 13.3387 722.0 1.3 "" 3.5 10.77 11.4574 5496.0 0.95
"Kepler-163 c" Kepler "TIC 271355638" 2.23 "" 21.3473612 623.0 "" 0.06249 3.8287 13.194 13.8769 5772.0 0.9
"Kepler-1463 b" Kepler "TIC 271051532" 1.83 "" 25.15864 619.0 "" 0.03808 5.18 14.526 15.2321 5973.0 0.94
"Kepler-732 b" Kepler "TIC 164555597" 2.58 "" 9.467839 450.0 "" 0.224 2.6326 12.596 13.9669 3834.0 0.5
"Kepler-334 d" Kepler "TIC 158394479" 1.39 "" 25.09852783 631.0 "" 0.01967 2.7865 11.71 12.3108 5827.0 1.0
"Kepler-403 c" Kepler "TIC 159174926" 2.07 "" 54.2811949 604.0 "" 0.01478 5.517 11.83 12.3684 6170.0 1.5
"Kepler-1526 b" Kepler "TIC 120425617" 2.31 "" 3.908632 788.0 "" 0.09445 1.8427 13.928 14.9273 4518.0 0.65
"Kepler-1413 b" Kepler "TIC 270957896" 1.92 "" 13.1829642 661.0 "" 0.05522 3.636 14.821 15.6847 5382.0 0.83
"Kepler-195 b" Kepler "TIC 298837729" 2.15 "" 8.30783912 751.0 "" 0.07775 3.1516 13.531 14.2589 5320.0 0.79
"Kepler-286 e" Kepler "TIC 290035455" 1.81 "" 29.2214959 539.0 "" 0.0394 4.014 14.388 15.0579 5576.0 0.83
"Kepler-479 b" Kepler "TIC 122682249" 2.2 "" 12.49340725 649.0 "" 0.07157 2.2614 12.237 13.006 5207.0 0.8
"Kepler-219 c" Kepler "TIC 158838045" 3.21 "" 22.71444582 725.0 "" 0.05686 5.8431 12.678 13.2839 5778.0 1.33
"Kepler-137 c" Kepler "TIC 123415819" 2.15 "" 18.73575579 580.0 "" 0.05921 3.0649 11.65 12.4081 5343.0 0.81
"Kepler-916 b" Kepler "TIC 159581842" 1.84 "" 32.2968798 496.0 "" 0.04862 4.617 13.838 14.6101 5412.0 0.84
"Kepler-1285 b" Kepler "TIC 123410927" 1.4 "" 14.7967458 994.0 "" 0.00633 5.638 10.785 11.2755 6141.0 1.71
"Kepler-1533 b" Kepler "TIC 271970605" 2.36 "" 308.5471 298.0 "" 0.05109 18.464 12.224 12.7834 6363.0 1.03
"Kepler-1049 b" Kepler "TIC 158489095" 0.87 "" 3.27346074 620.0 "" 0.0269 1.7732 11.971 13.2115 3809.0 0.46
"Kepler-1447 b" Kepler "TIC 416281317" 2.84 "" 56.6747285 468.0 "" 0.09162 5.422 13.526 14.182 5910.0 0.94
"Kepler-401 d" Kepler "TIC 267746315" 2.57 "" 184.262741 380.0 "" 0.02922 11.94 12.277 12.883 6115.0 1.29
"Kepler-1455 b" Kepler "TIC 27014562" 1.97 "" 49.276764 272.0 "" 0.13736 3.696 13.772 14.9256 3894.0 0.54
"Kepler-102 b" Kepler "TIC 123357864" 0.49 "" 5.28695437 797.0 "" 0.0043 2.591 9.984 10.8515 4812.0 0.76
"K2-138 g" K2 "TIC 4610830" 3.18 "" 41.96645 445.0 "" "" 4.035 10.756 11.5018 5283.0 0.84
"Kepler-400 c" Kepler "TIC 122707140" 1.43 "" 17.3408735 755.0 "" 0.0159 3.398 12.566 13.4029 5885.0 1.11
"Kepler-332 b" Kepler "TIC 158272257" 1.45 "" 7.62634063 792.0 "" 0.02995 2.4165 12.558 13.4066 5141.0 0.86
"Kepler-637 b" Kepler "TIC 137626872" 2.76 "" 23.20584623 862.0 "" 0.03479 4.2998 12.459 12.9667 6722.0 1.47
"Kepler-758 d" Kepler "TIC 137968594" 2.01 "" 20.4966197 863.0 "" 0.02172 6.38 13.37 13.9522 6692.0 1.35
"Kepler-1329 b" Kepler "TIC 47977416" 2.05 "" 9.33646594 577.0 "" 0.09805 2.2637 14.168 15.1289 4442.0 0.65
"Kepler-1092 b" Kepler "TIC 273378026" 2.15 "" 58.6017925 508.0 "" 0.04281 5.543 13.499 14.154 6250.0 1.02
"Kepler-1116 b" Kepler "TIC 63076026" 2.37 "" 41.6977827 489.0 "" 0.0751 5.423 13.974 14.7188 5737.0 0.87
"Kepler-390 b" Kepler "TIC 137340986" 0.78 "" 6.73811219 786.0 "" 0.01074 2.437 12.584 13.374 5168.0 0.77
"Kepler-131 c" Kepler "TIC 121660708" 0.83 "" 25.5172744 615.0 "" 0.00668 4.735 10.418 11.0432 5680.0 1.02
"Kepler-112 c" Kepler "TIC 272943597" 2.8 "" 28.5742649 608.0 "" 0.08475 4.9729 12.583 13.2739 5763.0 0.96
"Kepler-871 b" Kepler "TIC 271158815" 3.14 "" 22.0459018 640.0 "" 0.09055 5.06 14.469 15.1545 5900.0 0.95
"Kepler-444 b" Kepler "TIC 394172596" 0.5 "" 3.60011712 938.0 "" 0.00502 2.396 7.244 8.1115 5051.0 0.72
"Kepler-120 c" Kepler "TIC 121458707" 1.64 "" 12.79455062 455.0 "" 0.087 3.4051 13.019 14.0065 4096.0 0.57
"K2-28 b" K2 "TIC 39926974" 2.45 "" 2.260438 590.0 "" "" "" 11.695 13.3455 3290.0 0.28
